Account (cleansed),Name (Cleansed),FIN.POSTING DATE,MCH.MERCHANT NAME,MCH.MCC DESCRIPTION,FIN.TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,FIN.ACCOUNTING CODE 03 DESCRIPTION,FIN.ACCOUNTING CODE 05 VALUE,MCH.ADDRESS,MCH.CITY NAME,MCH.COUNTRY CODE,MCH.STATE / PROVINCE,MCH.MERCHANT POSTAL CODE,ACC.REPORTS TO INTERMEDIATE LEVEL 1 NAME LINE 1,ACC.REPORTS TO INTERMEDIATE LEVEL 2 NAME LINE 1,ACC.ACCOUNT STATUS DESCRIPTION,FIN.TRANSACTION DATE,Employee ID (cleansed)
1275,Name311,11/01/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",91.76,2.51,10-122-43038,62105,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp831
1286,Name474,11/01/2021,COMFORT INNS,COMFORT INNS,110.07,.00,10-120-12502,60199,4200 N. RIVER RD,SCHILLER PARK,USA,IL,60176,CORE,INTERNSHIPS,ACTIVE,10/28/2021,Emp753
1275,Name311,11/01/2021,PORTILLOS HOT DOGS #10,FAST FOOD RESTAURANTS,377.38,27.14,10-122-43038,62105,950 E. OGDEN AVE.,NAPERVILLE,USA,IL,60540,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp831
1277,Name529,11/01/2021,AMZN MKTP US*2S8OH1322,BOOK STORES,6.49,.00,10-145-52200,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp795
1281,Name372,11/01/2021,ANTONIA S PANCAKE HOUS,"EATING PLACES, RESTAURANTS",962.10,.00,10-122-43040,62105,24207 75TH ST,SALEM,USA,WI,53168,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/30/2021,Emp981
1313,Name463,11/01/2021,IN *QUALITY GROUP LLC,MISCELLANEOUS PUBLISHING AND PRINTING,264.25,.00,10-120-12507,60000,910 10TH AVE W,309-7877468,USA,IL,61264-2215,INTERNATIONAL AND OFF CAMPUS PGMS,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp1010
1330,Name289,11/01/2021,AMZN MKTP US*9O0W62I03,BOOK STORES,85.44,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp1030
1330,Name289,11/01/2021,TARGET        00009266,"GROCERY STORES, SUPERMARKETS",155.87,.00,10-120-10300,61510,900 42ND AVE DR,MOLINE,USA,IL,61265,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*7F72Y0QA3,BOOK STORES,27.72,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/30/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*EN29H6IW3,BOOK STORES,190.05,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1346,Name458,11/01/2021,PANERA BREAD #203202 O,FAST FOOD RESTAURANTS,50.42,.00,11-135-22500,60056,4044 38TH AVE,309-736-9260,USA,IL,61265,SGA,AUGUSTANA COLLEGE,LOST/STOLEN,10/31/2021,Emp975
1330,Name289,11/01/2021,AMZN MKTP US*C85R79KF3,BOOK STORES,24.99,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*EP8FD8Y93,BOOK STORES,86.52,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*IV9106HX3,BOOK STORES,625.23,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*JG3QQ6UX3,BOOK STORES,116.97,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*Y09PZ0JH3,BOOK STORES,377.87,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*8X1T270K3,BOOK STORES,71.73,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*3M3Q63VX3,BOOK STORES,284.88,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/01/2021,AMZN MKTP US*SO5SO1703,BOOK STORES,156.88,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1046,Name419,11/01/2021,ARTHUR'S GARDEN DELI,FAST FOOD RESTAURANTS,141.10,.00,10-122-47072,62105,3727 BLACKHAWK RD,ROCK ISLAND,USA,IL,61201,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp870
1057,Name316,11/01/2021,ME & BILLY,"EATING PLACES, RESTAURANTS",38.89,.00,15-152-18314,60199,200 W 3RD ST,DAVENPORT,USA,IA,528010000,WVIK,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp883
1049,Name452,11/01/2021,COMFORT INNS,COMFORT INNS,1.00,.00,10-130-23210,62000,4200 N. RIVER RD,SCHILLER PARK,USA,IL,60176,OFC OF DIVERSITY EQUITY INCLUSION,AUGUSTANA COLLEGE,ACTIVE,10/28/2021,Emp983
1049,Name452,11/01/2021,LEGENDS BAR & RESTAUAN,"EATING PLACES, RESTAURANTS",81.51,.00,10-130-23210,62000,4200 RIVER RD,SCHILLER PARK,USA,IL,60176,OFC OF DIVERSITY EQUITY INCLUSION,AUGUSTANA COLLEGE,ACTIVE,10/28/2021,Emp983
1062,Name506,11/01/2021,TFS*FISHERSCI ECOM FSE,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,434.00,.00,10-101-01100,61508,4500 TURNBERRY DR,800-766-7000,USA,IL,60133,CHEMISTRY,AUGUSTANA COLLEGE,LOST/STOLEN,10/29/2021,Emp713
1069,Name262,11/01/2021,7-ELEVEN 34709,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,50.00,.00,10-131-20700,62004,2700 N CREGO ROAD,DEKALB,USA,IL,60115,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp950
1069,Name262,11/01/2021,BP#6979991BIG 10 MAQPS,"FUEL DISPENSER, AUTOMATED",29.01,1.90,10-131-20700,62004,999 MIDDLE RD,BETTENDORF,USA,IA,52722,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp950
1092,Name291,11/01/2021,IN *TOP-NOTCH PRODUCTI,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",599.30,.00,10-120-10600,60000,923 E 59TH STREET SUITE 2,309-7977909,USA,IA,52807-0000,MUSIC,AUGUSTANA COLLEGE,ACTIVE,10/29/2021,Emp717
1196,Name381,11/01/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,15.40,1.40,10-133-21400,66508,639 38TH ST,ROCK ISLAND,USA,IL,61201,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACTIVE,10/28/2021,Emp864
1231,Name435,11/01/2021,HANDY TRUE VALUE HARDW,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,27.64,.00,10-101-00200,65500,1435 30TH ST,ROCK ISLAND,USA,IL,61201,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,10/30/2021,Emp782
1268,Name253,11/01/2021,USPS PO 1657920305,POSTAL SERVICES-GOVERNMENT ONLY,1.96,.00,10-131-20700,61000,401 WILLIAM ST,RIVER FOREST,USA,IL,60305,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,10/29/2021,Emp913
1264,Name496,11/01/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,19.75,1.80,10-160-30100,62105,639 38TH ST,ROCK ISLAND,USA,IL,61201,PRESIDENT'S OFFICE,AUGUSTANA COLLEGE,ACTIVE,10/28/2021,Emp847
1135,Name516,06/17/2021,AMZN MKTP US,BOOK STORES,-15.99,.00,10-170-25000,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,06/17/2021,Emp806
1067,Name315,11/10/2021,TARGET.COM  *,DISCOUNT STORES,-15.99,.00,11-135-22981,60000,7000 TARGET PARKWAY,800-591-3869,USA,MN,55445,MUSIC,AUGUSTANA COLLEGE,ACTIVE,11/09/2021,Emp741
1330,Name289,11/12/2021,AMZN MKTP US,BOOK STORES,-15.98,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/11/2021,Emp1030
1122,Name278,09/06/2021,UBER   EATS,"EATING PLACES, RESTAURANTS",-15.84,.00,10-122-42000,62104,1455 MARKET ST,8005928996,USA,CA,94103,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,09/05/2021,Emp778
1190,Name352,12/09/2021,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,-15.81,.93,10-170-25500,61500,2455 PACES FERRY ROAD,800-430-3376,USA,GA,30339,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,12/07/2021,Emp1007
1277,Name529,08/30/2021,AMAZON.COM,BOOK STORES,-15.58,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,08/27/2021,Emp795
1317,Name391,11/02/2021,FEDEX OFFICE  00000828,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",146.58,9.59,10-120-12506,60022,13155 NOEL RD STE 1600,DALLAS,USA,TX,75240,INTERNSHIPS,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp935
1331,Name512,11/02/2021,JOANN STORES #2476,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",92.36,7.24,12-120-12503,60132,3911 16TH ST,MOLINE,USA,IL,61265,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp980
1052,Name281,11/02/2021,STAPLES       00104448,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",60.80,.00,10-130-21700,61507,5245 ELMORE AVE,DAVENPORT,USA,IA,52807,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,11/01/2021,Emp702
1331,Name512,11/02/2021,DOLLARTREE,VARIETY STORES,16.28,1.28,12-120-12503,60132,2252 24TH ST,ROCK ISLAND,USA,IL,61201,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp980
1331,Name512,11/02/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",32.15,2.20,11-135-22400,62105,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp980
1052,Name281,11/02/2021,BETTENDORF OFFICE PROD,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",87.27,.00,10-130-21700,61507,3280 MIDDLE RD,BETTENDORF,USA,IA,52722,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,11/01/2021,Emp702
1052,Name281,11/02/2021,DOMINO'S 2741,FAST FOOD RESTAURANTS,321.81,25.30,10-130-21700,60022,3708 14TH AVE,563-513-7626,USA,IL,61201,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,11/01/2021,Emp702
1084,Name467,11/02/2021,DOLLAR TREE,VARIETY STORES,25.68,1.68,10-101-00200,61508,5717 ELMORE AVE STE K,DAVENPORT,USA,IA,52807,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp724
1091,Name340,11/02/2021,LOWES #00104*,HOME SUPPLY WAREHOUSE STORES,7.05,.55,10-170-25400,64012,3820 44TH AVENUE DR.,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp852
1197,Name497,11/02/2021,WALGREENS #4332,"DRUG STORES, PHARMACIES",11.60,.00,10-164-30200,61000,2955 18TH AVE,ROCK ISLAND,USA,IL,61201,ACADEMIC AFFAIRS,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp735
1254,Name368,11/02/2021,EMTECH LABORATORIES IN,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,135.05,2.70,11-120-12211,65520,7745 GARLAND CR,ROANOKE,USA,VA,24019,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp804
1254,Name368,11/02/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",50.00,.00,10-101-01400,61508,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp804
1102,Name250,11/02/2021,PAYPAL *AARP,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",16.00,.00,15-152-18314,60199,7700 EASTPORT PARKWAY,4029357733,USA,DC,20049,WVIK,AUGUSTANA COLLEGE,ACCOUNT CLOSED,11/01/2021,Emp714
1279,Name379,11/02/2021,PARTY CITY 5139,MISCELLANEOUS AND SPECIALTY RETAIL STORES,114.50,8.97,11-135-22400,60054,4371 16TH ST,MOLINE,USA,IL,61265,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,LOST/STOLEN,11/01/2021,Emp740
1334,Name299,11/02/2021,DIGITAL MORTAR,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",24.00,.00,10-143-51900,67002,1005 A STREETSUITE 414,SAN RAFAEL,USA,CA,94901,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp976
1261,Name361,11/02/2021,TREVOR TRUE VALUE HDW,HARDWARE STORES,66.76,5.23,10-122-43000,64018,2842 16TH ST,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp962
1097,Name265,11/02/2021,B & B DRAIN TECH,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",155.00,.00,10-142-56999,64002,630 W 2ND AVE,MILAN,USA,IL,61264,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp704
1098,Name285,11/02/2021,INTERSTATE ALL BATTERY,"AUTOMOTIVE PARTS, ACCESSORIES STORES",160.80,.00,10-170-25100,61503,4704 44TH STREET,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp707
1127,Name226,11/02/2021,AUTO PARTS WAREHOUSE O,"AUTOMOTIVE PARTS, ACCESSORIES STORES",101.70,.00,10-170-25700,61500,2500 52ND AVENUE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp788
1127,Name226,11/02/2021,SEXTON FORD,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",491.26,.00,10-170-25800,64021,3802 16TH ST,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp788
1127,Name226,11/02/2021,AUTOZONE #2623,"AUTOMOTIVE PARTS, ACCESSORIES STORES",55.58,.00,10-170-25700,64002,1402 38TH ST,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp788
1139,Name312,11/02/2021,DRI*AVID TECHNOLOGY,COMPUTER SOFTWARE STORES,211.44,12.44,10-101-03500,67002,10380 BREN ROAD WEST,AVID.COM,USA,MN,55343,MUSIC,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp814
1141,Name221,11/02/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",27.13,2.13,10-120-12502,62107,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,CORE,INTERNSHIPS,ACTIVE,11/01/2021,Emp848
1174,Name427,11/02/2021,OFFICESUPPLY.COM,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,51.74,4.05,10-164-30200,61507,302 INDUSTRIAL DRIVE,8663025397,USA,WI,53925,PRESIDENT'S OFFICE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp865
1155,Name428,11/02/2021,AMAZON.COM*DC3E72ZM3,BOOK STORES,37.99,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp820
1155,Name428,11/02/2021,AMAZON.COM*P129A9NF3,BOOK STORES,267.07,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp820
1155,Name428,11/02/2021,AMZN MKTP US*AG7Q16CT3,BOOK STORES,63.03,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp820
1181,Name450,11/02/2021,MICHAELS STORES 2106,"ARTIST SUPPLY STORES, CRAFT SHOPS",18.18,1.19,10-141-50000,61507,4010 E 53RD ST,DAVENPORT,USA,IA,52807,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp947
1066,Name533,11/02/2021,AMZN MKTP US*SW8QD9HD3,BOOK STORES,70.32,.00,10-130-23200,60022,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1005
1066,Name533,11/02/2021,AMZN MKTP US*VZ3G97JH3,BOOK STORES,15.58,.00,10-130-23200,60022,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1005
1209,Name522,11/02/2021,AMZN MKTP US*1880R5ME3,BOOK STORES,50.85,.00,10-121-17000,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp797
1210,Name475,11/02/2021,AMAZON.COM*TU5X55M83,BOOK STORES,731.40,.00,10-163-32600,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp996
1251,Name525,11/02/2021,AMZN MKTP US*QC2CM1R03,BOOK STORES,36.99,.00,10-141-50000,60059,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp992
1277,Name529,11/02/2021,AMAZON.COM*A59RS4IQ3,BOOK STORES,33.98,.00,10-145-52200,12008,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp795
1209,Name522,11/02/2021,AMZN MKTP US*7I1O51JN3,BOOK STORES,56.97,.00,10-121-17000,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp797
1212,Name208,11/02/2021,THE DASH IN,"EATING PLACES, RESTAURANTS",30.00,.00,10-141-50000,62000,814 S CALHOUN STREET,FORT WAYNE,USA,IN,46802,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp988
1212,Name208,11/02/2021,TST* PINT AND SLICE,"EATING PLACES, RESTAURANTS",20.85,.00,10-141-50000,62000,816 S CALHOUN ST,FORT WAYNE,USA,IN,46802,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp988
1216,Name436,11/02/2021,JEWEL OSCO 3770,"GROCERY STORES, SUPERMARKETS",2.01,.00,10-134-20600,60022,107 AVENUE OF THE CITIES,EAST MOLINE,USA,IL,61244,CAMPUS MINISTRIES,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1017
1216,Name436,11/02/2021,SQ *COOL BEANZ,FAST FOOD RESTAURANTS,14.65,1.11,10-134-20600,62105,512 24TH STREET,ROCK ISLAND,USA,IL,61201,CAMPUS MINISTRIES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1017
1234,Name327,11/02/2021,AMERICAN COLLEGE OF SP,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",50.00,.00,10-101-07353,62001,401 W MICHIGAN ST,317-637-9200,USA,IN,46202,KINESIOLOGY,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp1018
1237,Name437,11/02/2021,INQUIREHIRE,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),274.30,.00,10-163-30400,60199,320 LECLAIRE ST,563-3235922,USA,IA,52801,HUMAN RESOURCES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1031
1330,Name289,11/02/2021,AMZN MKTP US*JM7Z51QL3,BOOK STORES,182.62,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1299,Name218,11/02/2021,HY-VEE MOLINE 1418,"GROCERY STORES, SUPERMARKETS",86.24,.85,10-122-43052,62105,750 42ND AVENUE DR,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp973
1330,Name289,11/02/2021,AMZN MKTP US*CY19A07E3,BOOK STORES,89.26,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/02/2021,AMZN MKTP US*ZM2L45UD3,BOOK STORES,97.92,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/02/2021,AMZN MKTP US*LB35P03U3,BOOK STORES,32.99,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/02/2021,PAYPAL *MEDIEVALCOL,"SECOND HAND STORES, USED MERCHANDISE STORES",19.62,.00,10-120-10300,61510,7700 EASTPORT PARKWAY,8123867047,USA,IN,47670,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/02/2021,AMAZON.COM*J26UX6793,BOOK STORES,95.20,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp1030
1330,Name289,11/02/2021,AMZN MKTP US*HE4SY9JX3,BOOK STORES,108.81,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp1030
1330,Name289,11/02/2021,AMZN MKTP US*6W4L33243,BOOK STORES,89.97,.00,10-120-10300,61510,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,11/02/2021,Emp1030
1228,Name290,11/02/2021,ABM PARKING WATSEKA 48,AUTOMOBILE PARKING LOTS AND GARAGES,8.00,.00,10-131-20700,62000,3844 WATSEKA AVE,CULVER CITY,USA,CA,90232,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,10/30/2021,Emp1024
1087,Name257,11/02/2021,DOLLAR TREE,VARIETY STORES,8.00,.00,11-135-22932,60000,3912 44TH AVENUE DR,MOLINE,USA,IL,61265,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp898
1208,Name328,11/02/2021,NACAC,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",225.00,12.74,10-131-20700,62200,1050 NORTH HIGHLAND STRE,7038362222,USA,VA,22201,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,11/01/2021,Emp924
1228,Name290,11/02/2021,METROPOLITAN AIRPORT A,AUTOMOBILE PARKING LOTS AND GARAGES,54.00,.00,10-131-20700,62000,2200 69TH AVENUE,MOLINE,USA,IL,61265,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,11/01/2021,Emp1024
1255,Name399,11/02/2021,JEWEL OSCO 0122,"GROCERY STORES, SUPERMARKETS",38.82,.38,11-135-22932,60000,2010 FISRT ST A,MOLINE,USA,IL,61265,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp1013
1258,Name264,11/02/2021,ASCAP LICENSE FEE,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,944.00,.00,10-120-12600,60500,ONE LINCOLN PLAZA,800-505-4052,USA,NY,10023,PERFORMANCE HALL MANAGEMENT,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp963
1015,Name214,11/02/2021,ITLC LILLY CONFERENCE,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",295.00,.00,10-164-30200,60024,PO BOX 401,CHAPEL HILL,USA,NC,27514,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp895
1026,Name259,11/02/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",38.08,.00,10-143-52000,68600,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,11/01/2021,Emp786
1034,Name527,11/02/2021,SP * COROCO COFFEE,FAST FOOD RESTAURANTS,4.95,.00,10-131-20700,62110,240 EDWARD STREET,SYCAMORE,USA,IL,60178,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,11/01/2021,Emp828
1034,Name527,11/02/2021,TST* ROCKFORD ROASTING,"EATING PLACES, RESTAURANTS",49.00,.00,10-131-20700,62110,206 N. MAIN STREET,ROCKFORD,USA,IL,61101,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,11/01/2021,Emp828
1069,Name262,11/02/2021,JERSEY MIKES 27069,FAST FOOD RESTAURANTS,21.52,.00,10-131-20700,62004,2340 W INDIAN TRAIL RD,AURORA,USA,IL,60506,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,10/31/2021,Emp950
