time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-05-28T14:00:57.590Z,26.752,-111.206,10,4.6,mb,92,94.8,,1.03,us,usp000ej5r,2014-11-07T01:29:12.260Z,"78 km ESE of Mulegé, Mexico",earthquake,,,,41,reviewed,us,us
2006-05-27T21:50:48.160Z,43.761,-128.145,10,4.9,mwc,120,168.4,,0.93,us,usp000ej3y,2016-11-10T01:22:57.016Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,hrv
2006-05-24T04:20:26.010Z,32.3066667,-115.2278333,6.006,5.37,mw,21,263,0.4775,0.36,ci,ci12245763,2020-05-21T00:49:53.104Z,"6km SSW of Delta, B.C., MX",earthquake,1.86,31.61,0.221,0,reviewed,ci,ci
2006-05-12T10:37:29.330Z,38.8171667,-122.8138333,3.618,4.71,mw,47,32,0.01802,0.11,nc,nc21516950,2020-05-06T08:15:03.181Z,"7 km W of Cobb, California",earthquake,0.17,0.47,,7,reviewed,nc,nc
2006-05-11T11:02:48.240Z,23.818,-108.737,10,4.8,mwc,77,141.7,,1.14,us,usp000egv4,2016-11-10T01:22:07.005Z,"89 km ENE of La Rivera, Mexico",earthquake,,,,,reviewed,us,hrv
2006-05-01T21:04:42.600Z,30.199,-114.332,10,5.1,mwc,61,165.7,,1.17,us,usp000eg09,2016-11-10T01:21:35.698Z,"103 km SSE of San Felipe, Mexico",earthquake,,,,,reviewed,us,hrv
2006-05-01T20:53:20.960Z,29.809,-114.588,10,4.9,mwc,40,182,,1.41,us,usp000eg08,2016-11-10T01:21:35.204Z,"113 km ESE of El Rosario de Arriba, Mexico",earthquake,,,,,reviewed,us,hrv
2006-03-26T01:56:37.600Z,40.2778333,-124.449,22.253,4.6,mw,28,240,0.2153,0.13,nc,nc21510606,2020-05-06T08:10:18.795Z,"36 km SSW of Ferndale, California",earthquake,1.46,0.8,,5,reviewed,nc,nc
2006-03-25T23:23:55.450Z,43.856,-128.07,10,4.5,mb,84,201.2,,1.44,us,usp000ecyk,2014-11-07T01:28:35.598Z,"off the coast of Oregon",earthquake,,,,16,reviewed,us,us
2006-03-25T20:14:06.770Z,41.983,-125.902,10,5,mwc,91,177.8,,1.07,us,usp000ecy8,2017-01-14T08:23:29.690Z,"128 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,us,hrv
2006-03-25T03:16:05.360Z,41.749,-126.08,10,5.1,mwc,151,157.1,,1.17,us,usp000ecvr,2017-01-14T08:17:46.550Z,"151 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,us,hrv
2006-03-22T05:42:02.540Z,40.744,-126.319,10,5,mwc,187,121.9,,1.24,us,usp000ecpd,2017-01-14T07:57:47.480Z,"174 km W of Ferndale, California",earthquake,,,,,reviewed,us,hrv
2006-03-15T22:55:44.000Z,48.797,-128.656,6,4.5,mwr,19,179.9,,,us,usp000ec8a,2014-11-07T01:28:32.004Z,"205 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2006-03-09T16:23:40.500Z,42.3,-125.957,10,4.6,mb,46,193.7,,1.18,us,usp000ebs0,2016-07-22T22:09:20.900Z,"127 km W of Gold Beach, Oregon",earthquake,,,,3,reviewed,us,us
2006-02-06T01:03:36.000Z,49.57,-127.65,10,4.6,mwr,106,164.2,,,us,usp000e9kg,2014-11-07T01:28:16.758Z,"105 km WSW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2006-01-11T10:02:32.560Z,43.507,-127.266,10,5.6,mwb,149,115.6,,0.98,us,usp000e81b,2016-11-10T01:16:41.095Z,"235 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,us
2006-01-05T05:07:28.950Z,21.922,-108.509,10,5,mwc,64,109,,1.22,us,usp000e7mq,2016-11-10T01:16:31.520Z,"173 km SE of La Playa, Mexico",earthquake,,,,,reviewed,us,hrv
2006-01-04T09:17:54.800Z,28.003,-112.468,10,4.9,mb,77,131.1,,1.07,us,usp000e7js,2014-11-07T01:28:03.696Z,"76 km NNW of Santa Rosalía, Mexico",earthquake,,,,20,reviewed,us,us
2006-01-04T08:32:32.400Z,28.164,-112.117,14,6.6,mwc,323,48.2,,1.25,us,usp000e7jp,2020-09-18T20:50:47.562Z,"75 km SSW of Bahía de Kino, Mexico",earthquake,,,,,reviewed,us,hrv
2006-01-04T08:30:39.610Z,28.001,-112.255,10,4.5,mb,51,131.1,,0.91,us,usp000e7jn,2014-11-07T01:28:03.627Z,"73 km N of Santa Rosalía, Mexico",earthquake,,,,16,reviewed,us,us
2006-01-04T03:45:06.260Z,27.953,-112.135,10,4.6,mb,46,196.9,,1.02,us,usp000e7ja,2014-11-07T01:28:03.579Z,"69 km N of Santa Rosalía, Mexico",earthquake,,,,16,reviewed,us,us
2006-01-04T01:05:08.770Z,27.959,-112.143,10,5.2,mwc,131,112.8,,0.96,us,usp000e7j4,2016-11-10T01:16:30.014Z,"69 km N of Santa Rosalía, Mexico",earthquake,,,,,reviewed,us,hrv
2005-12-23T21:38:32.890Z,40.4273333,-125.3463333,3.152,4.63,mw,75,256,0.7721,0.14,nc,nc21500628,2020-05-06T08:07:37.328Z,"93 km W of Ferndale, California",earthquake,2.22,14.48,,8,reviewed,nc,nc
2005-11-19T12:40:04.370Z,48.792,-128.598,10,5.3,mwc,202,117.8,,1.09,us,usp000e4gd,2016-11-10T01:14:42.117Z,"201 km WSW of Tofino, Canada",earthquake,,,,,reviewed,us,hrv
2005-11-16T14:07:41.880Z,49.992,-129.772,10,4.9,mwr,62,179.9,,0.81,us,usp000e4as,2014-11-07T01:27:39.982Z,"202 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-10-31T00:23:30.930Z,44.874,-113.399,5,4.5,mwc,48,61.5,,0.73,us,usp000e365,2015-03-24T00:45:43.157Z,"21 km N of Leadore, Idaho",earthquake,,,,,reviewed,us,hrv
2005-10-20T15:27:46.520Z,47.402,-128.978,10,4.5,ml,48,213.7,,,us,usp000e2az,2014-11-07T01:27:27.031Z,"299 km SW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-10-16T21:11:35.010Z,32.4545,-118.1633333,9.778,4.99,ml,20,244,0.6157,0.38,ci,ci10147909,2020-06-27T05:37:10.324Z,"44km SSE of San Clemente Is. (SE tip), CA",earthquake,1.44,31.61,0.111,386,reviewed,ci,ci
2005-09-22T20:24:48.620Z,35.0433333,-119.0143333,10.005,4.69,mw,107,18,,0.41,ci,ci14186612,2020-05-02T01:31:54.868Z,"14km NW of Grapevine, CA",earthquake,0.31,0.71,0.232,0,reviewed,ci,ci
2005-09-02T01:27:19.590Z,33.1533333,-115.6463333,1.207,5.08,mw,39,52,0.03525,0.33,ci,ci14179736,2021-02-18T19:24:46.862Z,"13km WNW of Calipatria, CA",earthquake,0.33,0.86,,6,reviewed,ci,ci
2005-09-02T01:27:18.610Z,33.1748333,-115.6311667,4.977,4.5,mh,60,32,0.01097,0.36,ci,ci12217067,2021-02-18T19:24:40.623Z,"12km WNW of Calipatria, CA",earthquake,0.49,0.78,,0,reviewed,ci,ci
2005-08-31T23:32:11.040Z,33.1896667,-115.603,4.267,4.57,ml,55,44,0.01613,0.4,ci,ci14178248,2020-06-27T04:48:10.189Z,"10km SW of Niland, CA",earthquake,0.5,0.75,0.142,170,reviewed,ci,ci
2005-08-31T22:47:45.530Z,33.1663333,-115.6351667,4.003,4.63,ml,45,67,0.0198,0.27,ci,ci14178184,2020-06-27T04:47:30.746Z,"12km WNW of Calipatria, CA",earthquake,0.27,31.61,0.131,153,reviewed,ci,ci
2005-08-04T18:36:55.630Z,43.188,-126.315,10,4.7,mb,81,158.5,,0.99,us,usp000dwpg,2021-02-24T23:01:35.150Z,"154 km W of Langlois, Oregon",earthquake,,,,7,reviewed,us,us
2005-07-26T04:08:37.160Z,45.365,-112.615,12.9,5.6,mwc,458,25.7,,0.74,us,usp000dvxx,2020-07-08T01:55:40.901Z,"16 km N of Dillon, Montana",earthquake,,,,,reviewed,us,hrv
2005-07-25T10:54:59.590Z,50.75,-130.139,10,4.6,mwr,51,212.9,,0.81,us,usp000dvw2,2014-11-07T01:26:33.243Z,"216 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-06-28T14:41:55.750Z,24.821,-112.206,10,4.5,mb,18,209.2,,1.3,us,usp000du3b,2014-11-07T01:26:18.169Z,"Baja California Sur, Mexico",earthquake,,,,4,reviewed,us,us
2005-06-26T18:45:57.790Z,39.305,-120.0928333,-2.261,4.77,mw,25,82,0.04955,0.26,nc,nc21465580,2020-05-06T08:01:53.473Z,"8 km NNW of Tahoe Vista, California",earthquake,0.55,2.81,,6,reviewed,nc,nc
2005-06-26T11:27:42.010Z,23.949,-108.693,10,4.7,mb,104,136.2,,1.42,us,usp000dty9,2014-11-07T01:26:17.640Z,"99 km ENE of La Rivera, Mexico",earthquake,,,,49,reviewed,us,us
2005-06-19T09:27:18.810Z,40.318,-126.583,10,4.9,mwc,141,146.6,,1.11,us,usp000dtem,2017-01-11T09:52:57.540Z,"198 km W of Ferndale, California",earthquake,,,,,reviewed,us,hrv
2005-06-17T06:41:16.540Z,40.878,-126.268,10,4.5,mb,47,195.3,,1.15,us,usp000dt8m,2017-01-11T09:39:20.580Z,"172 km W of Ferndale, California",earthquake,,,,15,reviewed,us,us
2005-06-17T06:40:16.000Z,40.934,-126.275,10,4.7,mb,87,150.9,,1.02,us,usp000dt8k,2017-01-11T09:39:17.482Z,"174 km WNW of Ferndale, California",earthquake,,,,26,reviewed,us,us
2005-06-17T06:21:42.590Z,40.773,-126.574,12,6.6,mwb,659,31.4,,1.06,us,usp000dt8h,2020-05-06T07:31:16.171Z,"196 km W of Ferndale, California",earthquake,,,,,reviewed,us,us
2005-06-16T20:53:26.020Z,34.058,-117.0113333,10.558,4.88,mw,149,18,,0.29,ci,ci14155260,2020-08-25T22:12:46.447Z,"4km NE of Yucaipa, CA",earthquake,0.21,0.46,,6,reviewed,ci,ci
2005-06-15T07:14:12.400Z,40.908,-126.367,10,4.7,mwr,68,181.3,,1.44,us,usp000dt36,2017-01-11T09:25:50.020Z,"181 km W of Ferndale, California",earthquake,,,,,reviewed,us,brk
2005-06-15T06:27:05.580Z,40.833,-126.491,10,4.6,mwr,101,127.1,,1.15,us,usp000dt33,2017-01-11T09:25:04.460Z,"190 km W of Ferndale, California",earthquake,,,,,reviewed,us,brk
2005-06-15T02:50:54.190Z,41.292,-125.953,16,7.2,mwc,420,31.4,,1.2,us,usp000dt25,2020-07-08T01:54:09.525Z,"153 km W of Big Lagoon, California",earthquake,,,,,reviewed,us,hrv
2005-06-12T15:41:46.520Z,33.5325,-116.5666667,13.051,5.2,mw,96,19,0.04319,0.21,ci,ci14151344,2020-05-02T01:28:17.103Z,"10km ESE of Anza, CA",earthquake,0.17,0.26,,0,reviewed,ci,ci
2005-06-09T14:00:49.900Z,51.554,-131.125,10,5.8,mwc,282,72.1,,0.91,us,usp000dskc,2016-11-10T01:07:14.012Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,us,hrv
2005-06-08T21:34:09.640Z,51.688,-130.897,10,4.5,mwr,46,177.4,,0.91,us,usp000dshw,2014-11-07T01:26:09.569Z,"293 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-05-07T04:30:31.250Z,44.457,-129.823,10,4.6,mb,105,197.9,,0.99,us,usp000dq3w,2014-11-07T01:25:49.930Z,"off the coast of Oregon",earthquake,,,,17,reviewed,us,us
2005-04-27T00:32:59.020Z,30.253,-114.132,10,5.1,mwc,142,161.6,,0.9,us,usp000dpb7,2016-11-10T01:05:27.581Z,"109 km SE of San Felipe, Mexico",earthquake,,,,,reviewed,us,hrv
2005-04-23T07:08:48.850Z,50.241,-129.688,10,4.7,mwr,86,174,,0.88,us,usp000dp1k,2014-11-07T01:25:39.720Z,"188 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-04-16T19:18:13.400Z,35.0223333,-119.191,9.288,4.59,mw,73,62,,0.35,ci,ci14138080,2020-06-27T04:41:38.079Z,"20km ESE of Maricopa, CA",earthquake,0.31,1.64,,6,reviewed,ci,ci
2005-03-18T07:23:58.490Z,40.3706667,-124.972,17.08,4.85,mw,139,230,0.4964,0.27,nc,nc21446135,2020-05-06T07:09:36.986Z,"64 km WSW of Ferndale, California",earthquake,0.87,4.5,,4,reviewed,nc,nc
2005-03-11T15:28:22.000Z,50.31,-128.72,26,4.8,mwr,126,161.2,,,us,usp000dhzy,2014-11-07T01:25:13.373Z,"120 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-03-08T11:17:42.590Z,42.524,-126.548,10,4.7,mb,58,211.4,,1.02,us,usp000dhtc,2016-07-22T21:08:36.700Z,"169 km W of Port Orford, Oregon",earthquake,,,,5,reviewed,us,us
2005-03-07T02:48:20.540Z,42.534,-126.529,10,5.2,mwc,164,172.7,,1.12,us,usp000dhq5,2016-11-10T01:02:24.091Z,"168 km W of Port Orford, Oregon",earthquake,,,,,reviewed,us,hrv
2005-03-07T02:34:33.850Z,42.512,-126.575,10,5.3,mwc,187,172.2,,1.05,us,usp000dhq1,2016-11-10T01:02:23.575Z,"172 km W of Port Orford, Oregon",earthquake,,,,,reviewed,us,hrv
2005-03-06T13:01:29.000Z,48.73,-129.07,10,4.9,mwr,130,170.6,,,us,usp000dhnx,2014-11-07T01:25:11.897Z,"236 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-03-02T11:12:57.420Z,34.715,-110.97,5,5.1,mb,30,55.1,,0.82,us,usp000dhc3,2015-03-24T00:43:43.447Z,"40 km SSW of Winslow West, Arizona",earthquake,,,,2,reviewed,us,us
2005-03-01T21:34:26.000Z,47.98,-129.03,10,5,mwc,198,160.7,,,us,usp000dham,2016-11-10T01:02:10.279Z,"264 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-03-01T00:32:21.000Z,47.96,-129.1,10,5,mwc,139,164.1,,,us,usp000dh83,2016-11-10T01:02:06.755Z,"270 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-28T13:50:22.000Z,47.99,-128.97,10,4.9,mwc,121,152.4,,,us,usp000dh6d,2016-11-10T01:02:06.278Z,"260 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-28T13:23:46.000Z,47.98,-128.96,10,4.6,mb,63,168.6,,,us,usp000dh69,2014-11-07T01:25:05.510Z,"260 km WSW of Tofino, Canada",earthquake,,,,12,reviewed,pgc,us
2005-02-28T12:49:21.000Z,47.96,-129.04,10,5,mwc,206,105.6,,,us,usp000dh64,2016-11-10T01:02:05.318Z,"266 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-22T19:15:49.910Z,25.669,-109.97,10,5.6,mwb,160,66,,1.19,us,usp000dgrs,2016-11-10T01:01:49.314Z,"66 km W of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,us
2005-02-07T06:23:32.000Z,51.24,-131.15,10,5,mwc,195,137.1,,,us,usp000dfnc,2016-11-10T01:01:04.351Z,"294 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-03T15:36:08.550Z,50.275,-129.833,10,5,mwr,88,151.9,,1.03,us,usp000dff1,2014-11-07T01:24:55.376Z,"198 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-12-26T05:48:54.000Z,49,-129.68,10,4.5,mb,50,171.4,,,us,usp000dbgv,2014-11-07T01:24:22.415Z,"257 km SW of Port McNeill, Canada",earthquake,,,,7,reviewed,pgc,us
2004-12-22T20:47:27.290Z,42.479,-126.768,10,5.1,mwc,136,175.9,,0.98,us,usp000db7s,2016-11-10T00:55:43.100Z,"188 km W of Port Orford, Oregon",earthquake,,,,,reviewed,us,hrv
2004-12-13T14:51:22.140Z,43.646,-127.456,10,4.5,mb,114,181.9,,1.08,us,usp000damb,2014-11-07T01:24:16.411Z,"253 km WNW of Bandon, Oregon",earthquake,,,,11,reviewed,us,us
2004-11-15T17:51:55.990Z,50.477,-130.201,10,5,mwr,63,178.8,,1.25,us,usp000d8hv,2014-11-07T01:24:01.204Z,"221 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-15T17:45:36.980Z,50.569,-130.199,10,4.7,mwr,20,237.4,,0.81,us,usp000d8hs,2014-11-07T01:24:01.198Z,"220 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-04T00:04:01.840Z,49.625,-128.337,10,4.7,mwr,22,182.5,,1.06,us,usp000d7nd,2014-11-07T01:23:55.610Z,"139 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T19:23:20.870Z,49.394,-128.642,10,4.5,mb,37,179.8,,1.09,us,usp000d7jb,2014-11-07T01:23:54.918Z,"173 km SW of Port McNeill, Canada",earthquake,,,,6,reviewed,us,us
2004-11-02T17:23:42.000Z,49.572,-128.589,10,5.2,mwc,132,99.2,,1.2,us,usp000d7j5,2016-11-10T00:50:47.467Z,"156 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T15:08:34.080Z,49.515,-128.715,10,4.9,mwr,81,106.4,,0.92,us,usp000d7hv,2014-11-07T01:23:54.751Z,"167 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T14:03:44.140Z,49.237,-129.051,10,5.1,mwc,147,79.3,,1.05,us,usp000d7hs,2016-11-10T00:50:46.984Z,"206 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T13:11:05.130Z,49.259,-128.98,10,5.2,mwr,139,162.5,,0.96,us,usp000d7hp,2014-11-07T01:23:54.644Z,"201 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T11:47:11.730Z,49.201,-128.973,10,5.2,mwr,88,166.9,,1.09,us,usp000d7he,2014-11-07T01:23:54.528Z,"205 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T10:02:12.820Z,49.277,-128.772,10,6.7,mwb,459,37.3,,1.17,us,usp000d7h4,2021-02-24T22:59:22.355Z,"189 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,us
2004-11-02T09:30:47.320Z,49.4,-128.652,10,5.1,mwc,110,140.7,,1.11,us,usp000d7h2,2016-11-10T00:50:44.883Z,"173 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-10-28T15:46:39.860Z,49.751,-129.32,10,4.8,mwr,113,166.1,,0.92,us,usp000d78j,2014-11-07T01:23:50.076Z,"184 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-10-13T10:31:23.790Z,43.274,-126.858,10,4.5,mb,110,194.2,,0.67,us,usp000d6af,2014-11-07T01:23:44.921Z,"199 km W of Langlois, Oregon",earthquake,,,,5,reviewed,us,us
2004-10-09T03:45:48.680Z,37.9788333,-118.6588333,5.445,4.52,mw,47,67,0.04595,0.08,nc,nc21405798,2020-05-06T07:00:23.618Z,"23 km NW of Benton, California",earthquake,0.22,0.67,,4,reviewed,nc,nc
2004-09-30T18:54:28.840Z,35.988,-120.5378333,9.889,4.88,mw,68,27,0.01802,0.05,nc,nc21401170,2020-05-06T06:59:38.670Z,"13 km NW of Parkfield, California",earthquake,0.12,0.2,,4,reviewed,nc,nc
2004-09-29T22:54:54.240Z,35.3898333,-118.6235,2.788,5.03,mw,71,18,,0.25,ci,ci14095628,2020-05-02T01:25:07.662Z,"25km SSW of Bodfish, California",earthquake,0.27,0.72,,6,reviewed,ci,ci
2004-09-29T17:10:04.030Z,35.9536667,-120.5021667,10.772,5,mw,66,33,0.003604,0.07,nc,nc21401069,2020-05-06T06:59:12.438Z,"8 km NW of Parkfield, California",earthquake,0.15,0.21,,6,reviewed,nc,nc
2004-09-28T17:24:15.280Z,35.8045,-120.3498333,5.998,4.71,mw,56,37,0.02613,0.04,nc,nc21400461,2020-05-06T06:58:45.861Z,"12 km SE of Parkfield, California",earthquake,0.13,0.24,,3,reviewed,nc,nc
2004-09-28T17:15:24.250Z,35.8181667,-120.366,8.136,5.97,mw,61,26,0.01622,0.04,nc,nc30228270,2020-07-07T22:35:46.389Z,"10 km SSE of Parkfield, California",earthquake,0.14,0.25,,4,reviewed,nc,nc
2004-09-24T14:43:11.370Z,28.565,-112.725,10,5.9,mwb,286,48.6,,1.13,us,usp000d4zn,2016-11-10T00:46:49.446Z,"81 km WSW of Bahía de Kino, Mexico",earthquake,,,,,reviewed,us,us
2004-09-20T16:51:04.810Z,38.0276667,-118.6425,2.185,4.67,mw,49,65,0.06216,0.08,nc,nc21397068,2020-05-06T06:57:17.303Z,"27 km NNW of Benton, California",earthquake,0.18,0.6,,5,reviewed,nc,nc
2004-09-18T23:43:41.490Z,38.0233333,-118.658,0.431,5.35,mw,48,76,0.07117,0.07,nc,nc30500748,2021-07-12T19:21:39.150Z,"27 km NW of Benton, California",earthquake,0.21,2.84,,6,reviewed,nc,nc
2004-09-18T23:02:17.750Z,38.0095,-118.6785,3.355,5.4,mw,52,55,0.05045,0.08,nc,nc21396205,2020-05-06T06:56:54.725Z,"27 km NW of Benton, California",earthquake,0.2,0.6,,9,reviewed,nc,nc
2004-09-15T14:31:18.750Z,42.593,-126.817,10,4.5,mb,90,199.2,,1.1,us,usp000d4b1,2016-07-23T02:15:53.230Z,"190 km W of Port Orford, Oregon",earthquake,,,,11,reviewed,us,us
2004-08-30T05:35:16.150Z,29.519,-116.554,10,5.2,mwc,168,77,,0.97,us,usp000d367,2016-11-10T00:44:21.760Z,"100 km SW of El Rosario de Arriba, Mexico",earthquake,,,,,reviewed,us,hrv
2004-08-20T08:06:15.330Z,28.218,-113.12,10,4.6,mb,111,109.3,,1.39,us,usp000d2gv,2014-11-07T01:23:14.505Z,"66 km ESE of San Luis, Mexico",earthquake,,,,24,reviewed,us,us
2004-08-20T06:33:05.390Z,29.861,-114.047,10,4.6,mb,80,184.4,,1.1,us,usp000d2gp,2014-11-07T01:23:14.472Z,"131 km W of La Libertad, Mexico",earthquake,,,,14,reviewed,us,us
2004-08-19T06:06:03.630Z,44.6645,-124.3003333,27.274,4.7,md,23,212,,0.29,uw,uw10613523,2021-02-24T23:02:05.454Z,"19 km W of Newport, Oregon",earthquake,1.284,0.75,0.04,19,reviewed,uw,uw
2004-07-31T14:44:23.010Z,43.349,-126.813,10,4.7,mb,213,159.9,,0.99,us,usp000d170,2014-11-07T01:23:02.945Z,"196 km W of Bandon, Oregon",earthquake,,,,34,reviewed,us,us
2004-07-31T00:35:23.000Z,52.69,-132.07,20,4.9,mwr,195,134.1,,,us,usp000d15n,2014-11-07T01:23:02.726Z,"214 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-21T23:39:15.090Z,43.676,-127.864,10,4.7,mb,167,174.3,,1.02,us,usp000d0nc,2014-11-07T01:22:56.827Z,"286 km WNW of Bandon, Oregon",earthquake,,,,32,reviewed,us,us
2004-07-20T19:20:01.560Z,43.664,-127.906,10,4.8,mb,226,174.6,,0.92,us,usp000d0jk,2014-11-07T01:22:56.275Z,"289 km W of Bandon, Oregon",earthquake,,,,51,reviewed,us,us
2004-07-20T02:01:49.000Z,49.46,-127.24,27,4.5,mb,47,152,,,us,usp000d0h4,2014-11-07T01:22:56.058Z,"89 km SW of Vernon, Canada",earthquake,,,,5,reviewed,pgc,us
2004-07-19T08:01:49.460Z,49.623,-126.967,23.7,6.4,mwb,393,27.3,,1.04,us,usp000d0fx,2021-02-24T23:00:17.948Z,"62 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-07-15T12:06:52.400Z,49.695,-126.855,18.7,5.9,mwb,354,62.5,,1.02,us,usp000d07f,2016-11-10T00:40:19.812Z,"51 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-07-12T16:45:00.780Z,44.3338333,-124.4888333,28.75,4.9,md,18,247,0.4973,0.24,uw,uw10609208,2021-02-24T21:55:16.353Z,"30 km W of Yachats, Oregon",earthquake,1.418,0.75,0.05,2,reviewed,uw,uw
2004-06-22T06:10:45.790Z,25.079,-109.277,38.7,4.6,mb,105,172.8,,0.97,us,usp000cygd,2014-11-07T01:22:40.333Z,"62 km SSW of Topolobampo, Mexico",earthquake,,5.3,,27,reviewed,us,us
2004-06-22T05:59:15.860Z,41.417,-127.119,10,4.9,mwr,113,191.9,,1.03,us,usp000cyga,2014-11-07T01:22:40.320Z,"245 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,us,brk
2004-06-22T05:41:35.560Z,41.307,-127.28,10,4.8,mwr,107,193.3,,1.08,us,usp000cyg8,2014-11-07T01:22:40.309Z,"261 km WSW of Crescent City, California",earthquake,,,,,reviewed,us,brk
2004-06-15T22:28:48.190Z,32.3428333,-117.9141667,9.824,4.98,mw,10,249,0.7503,0.79,ci,ci14065544,2020-05-02T01:23:29.284Z,"67km SE of San Clemente Is. (SE tip), CA",earthquake,3.45,31.61,,6,reviewed,ci,ci
2004-05-16T01:29:39.277Z,37.2798,-114.84,0,4.5,ml,7,227,0.21,0.1102,nn,nn00105745,2018-04-24T21:11:39.934Z,"30 km ESE of Alamo, Nevada",earthquake,,0,,,reviewed,nn,nn
2004-03-17T23:53:07.280Z,35.7306667,-121.075,4.271,4.51,mw,67,46,0.06036,0.09,nc,nc21351360,2020-05-06T06:53:37.080Z,"9 km WSW of Oak Shores, California",earthquake,0.15,0.46,,7,automatic,nc,nc
2004-02-29T22:36:10.160Z,41.01,-127.293,11.4,4.6,mb,72,146.1,,1.37,us,usp000cns8,2014-11-07T01:21:32.590Z,"260 km W of Ferndale, California",earthquake,,30.4,,14,reviewed,us,us
2004-02-28T02:05:17.000Z,50.96,-130.65,10,4.8,mwc,43,174.1,,,us,usp000cnk4,2016-11-10T00:27:21.477Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T02:00:43.000Z,50.933,-130.63,10,4.7,mwc,20,184.7,,,us,usp000cnk1,2016-11-10T00:27:20.969Z,"252 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T01:57:41.000Z,50.945,-130.644,10,4.7,mwc,29,194.3,,,us,usp000cnk0,2016-11-10T00:27:20.456Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-18T20:37:46.420Z,38.8366667,-122.7671667,2.551,4.58,mw,53,37,0.02613,0.09,nc,nc21344222,2020-05-06T06:52:50.814Z,"4 km WNW of Cobb, California",earthquake,0.13,0.43,,5,reviewed,nc,nc
2004-02-18T10:59:19.380Z,23.639,-108.821,10,5.9,mwc,208,112.8,,1.21,us,usp000cmfn,2016-11-10T00:26:28.823Z,"78 km E of La Rivera, Mexico",earthquake,,,,,reviewed,us,hrv
2004-02-11T04:55:39.190Z,23.797,-108.738,10,4.5,mb,68,191.8,,1.09,us,usp000ckye,2014-11-07T01:21:20.262Z,"89 km ENE of La Rivera, Mexico",earthquake,,,,28,reviewed,us,us
2004-02-09T09:03:47.430Z,24.814,-112.51,10,5.4,mwc,172,121.5,,1.17,us,usp000cktn,2016-11-10T00:25:45.991Z,"41 km W of Puerto San Carlos, Mexico",earthquake,,,,,reviewed,us,hrv
2004-02-09T01:24:40.630Z,24.897,-112.393,10,5.5,mwb,171,114.5,,1.29,us,usp000cksm,2016-11-10T00:25:45.023Z,"31 km WNW of Puerto San Carlos, Mexico",earthquake,,,,,reviewed,us,us
